name,position,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Appearances,Wins,Losses,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big chances created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed
Aaron Mooy,Midfielder,,,,,,,,,,,0,,0,1,6,2,1,683,35.95,28,19,3,7,24,67,,6,11,14,8,,93,70,85,30,10,16,3,78,14,3,0,0,1,1,0,0.11,0,0,26,6,23,3
Alexis Mac Allister,Midfielder,,,,,,,,,,,0,,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alireza Jahanbakhsh,Forward,,,,,,,,,,,,,0,0,2,2,0,88,14.67,,6,1,2,6,,,3,3,1,0,,,,,,,,2,15,,,1,0,2,0,0,0.33,0,0,10,2,20,0
Glenn Murray,Forward,,,,,,,,,,,,,0,0,14,1,0,144,8.47,,17,4,7,5,,,0,1,6,6,,,,,,,,2,3,,,9,0,1,0,0,0.06,0,0,13,5,38,4
José Izquierdo,Forward,,,,,,,,,,,,,0,0,0,0,0,0,0.00,,0,0,0,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.00,0,0,0,0,0,0
Neal Maupay,Forward,,,,,,,,,,,,,3,0,26,7,2,440,17.60,,25,6,11,13,,,23,4,5,1,,,,,,,,2,7,,,10,2,2,3,0,0.28,1,0,71,27,38,7
Aaron Connolly,Forward,,,,,,,,,,,,,0,0,11,2,0,100,6.25,,16,4,8,3,,,8,0,3,2,,,,,,,,0,8,,,10,0,2,0,0,0.12,0,0,25,10,40,4
Steven Alzate,Forward,,,,,,,,,,,,,1,0,16,0,0,592,32.89,,18,5,7,31,,,6,12,11,9,,,,,,,,0,7,,,3,0,0,0,0,0.00,0,0,13,3,23,1
Bojan Radulovic Samoukovic,Forward,,,,,,,,,,,,,0,0,0,0,0,0,0.00,,0,0,0,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.00,0,0,0,0,0,0
Jürgen Locadia,Forward,,,,,,,,,,,,,0,0,0,0,0,19,9.50,,2,1,1,0,,,0,0,0,0,,,,,,,,0,1,,,0,0,0,0,1,0.00,0,0,2,1,50,1
