Goals,Shots,Passes,Shots on target,Shooting accuracy %,Big chances created
0.29411764705882354,0.23809523809523808,0.24573378839590443,0.24324324324324326,0.36,0.19047619047619047
0.11764705882352941,0.3619047619047619,0.2554851292052657,0.24324324324324326,0.24,0.0
0.11764705882352941,0.02857142857142857,0.11701608971233544,0.05405405405405406,0.67,0.047619047619047616
0.11764705882352941,0.0,0.14822038030229157,0.0,0.0,0.0
0.11764705882352941,0.0,0.26328620185275475,0.0,0.0,0.0
0.11764705882352941,0.0,0.26864943929790347,0.0,0.0,0.047619047619047616
0.11764705882352941,0.0,0.09605070697220867,0.0,0.0,0.0
0.11764705882352941,0.0,0.2091662603607996,0.0,0.0,0.09523809523809523
0.058823529411764705,0.3619047619047619,0.2837640175524135,0.2972972972972973,0.29,0.14285714285714285
0.058823529411764705,0.22857142857142856,0.09068746952705997,0.32432432432432434,0.5,0.09523809523809523
