Goals,Shots,Passes,Shots on target,Shooting accuracy %,Big chances created
0.8235294117647058,0.8095238095238095,0.2935153583617747,1.0,0.44,0.5238095238095238
0.6470588235294118,0.5047619047619047,0.3295953193564115,0.7027027027027027,0.49,0.3333333333333333
0.47058823529411764,0.7333333333333333,0.3993174061433447,0.8918918918918919,0.43,0.42857142857142855
0.23529411764705882,0.0,1.0,0.0,0.0,0.047619047619047616
0.17647058823529413,0.24761904761904763,0.19356411506582155,0.1891891891891892,0.27,0.0
0.17647058823529413,0.14285714285714285,0.7235494880546075,0.16216216216216217,0.4,0.38095238095238093
0.17647058823529413,0.10476190476190476,0.062408581179912236,0.13513513513513514,0.45,0.047619047619047616
0.11764705882352941,0.24761904761904763,0.5368113115553389,0.2972972972972973,0.42,0.0
0.11764705882352941,0.10476190476190476,0.25402242808386155,0.08108108108108109,0.27,0.047619047619047616
0.11764705882352941,0.0,0.8327645051194539,0.0,0.0,0.6190476190476191
