Goals,Shots,Passes,Shots on target,Shooting accuracy %,Big chances created
0.8235294117647058,0.5523809523809524,0.2525597269624573,0.6216216216216216,0.4,0.19047619047619047
0.29411764705882354,0.3619047619047619,0.16869819600195027,0.43243243243243246,0.42,0.09523809523809523
0.17647058823529413,0.3619047619047619,0.24183325207215992,0.35135135135135137,0.34,0.19047619047619047
0.17647058823529413,0.11428571428571428,0.056557776694295465,0.13513513513513514,0.42,0.0
0.11764705882352941,0.0,0.47001462701121405,0.0,0.0,0.09523809523809523
0.11764705882352941,0.0,0.5884934178449537,0.0,0.0,0.047619047619047616
0.058823529411764705,0.19047619047619047,0.3846903949293028,0.16216216216216217,0.3,0.0
0.058823529411764705,0.0,0.11116528522671867,0.0,0.0,0.0
0.058823529411764705,0.0,0.38810336421257924,0.0,0.0,0.19047619047619047
0.0,0.10476190476190476,0.530472940029254,0.13513513513513514,0.45,0.047619047619047616
