Goals,Shots,Passes,Shots on target,Shooting accuracy %,Big chances created
0.29411764705882354,0.26666666666666666,0.1901511457825451,0.3783783783783784,0.5,0.23809523809523808
0.23529411764705882,0.5619047619047619,0.3247196489517309,0.5405405405405406,0.34,0.23809523809523808
0.23529411764705882,0.41904761904761906,0.6011701608971234,0.24324324324324326,0.2,0.19047619047619047
0.17647058823529413,0.2857142857142857,0.128717698683569,0.1891891891891892,0.23,0.23809523809523808
0.17647058823529413,0.1619047619047619,0.21257922964407605,0.16216216216216217,0.35,0.047619047619047616
0.11764705882352941,0.18095238095238095,0.06728425158459288,0.1891891891891892,0.37,0.14285714285714285
0.058823529411764705,0.1523809523809524,0.21404193076548025,0.05405405405405406,0.13,0.047619047619047616
0.058823529411764705,0.14285714285714285,0.14285714285714285,0.10810810810810811,0.27,0.0
0.058823529411764705,0.0,0.18088737201365188,0.0,0.0,0.0
0.0,0.1619047619047619,0.5202340321794247,0.02702702702702703,0.06,0.047619047619047616
